heart_rate,temperature,acc_x,acc_y,acc_z,activity_label,acc_magnitude,acc_range,hr_temp_ratio
78.3,36.5,50.6,-25.5,983.4,sitting,985.0310502720206,1008.9,0.21452054794520548
83.3,37.0,170.3,130.3,1048.5,walking,1070.2020510165357,918.2,0.22513513513513514
72.9,36.1,49.7,-29.1,951.9,sitting,953.6406608361453,981.0,0.20193905817174518
92.6,36.9,154.7,104.2,1028.6,walking,1045.3744257441922,924.3999999999999,0.25094850948509484
151.8,37.5,624.9,370.6,1073.4,running,1296.1604568879582,702.8000000000001,0.40480000000000005
81.4,36.8,258.7,76.4,988.2,walking,1024.3543771566558,911.8000000000001,0.22119565217391307
139.6,37.5,597.9,360.6,1103.1,running,1305.5061776950731,742.4999999999999,0.37226666666666663
60.7,36.1,86.2,-8.3,994.6,sitting,998.3629049599149,1002.9,0.16814404432132965
67.2,36.3,103.9,20.0,997.9,sitting,1003.4937070056792,977.9,0.18512396694214878
75.9,36.8,173.0,45.9,1033.2,walking,1048.5885990225147,987.3000000000001,0.20625000000000002
65.2,36.6,63.0,-21.6,978.1,sitting,980.3648147501011,999.7,0.17814207650273226
146.3,37.2,752.4,352.1,1062.7,running,1348.8556112497733,710.6,0.39327956989247315
83.0,37.1,247.9,93.3,1021.2,walking,1054.992293810718,927.9000000000001,0.22371967654986524
66.6,36.8,99.7,-30.7,954.0,sitting,959.6867092963203,984.7,0.1809782608695652
148.5,37.2,652.5,358.3,1188.8,running,1402.633444631918,830.5,0.39919354838709675
140.6,37.3,601.7,366.8,1130.6,running,1332.231770376311,763.8,0.37694369973190345
100.0,37.0,225.5,81.4,1043.0,walking,1070.1986778164137,961.6,0.2702702702702703
85.8,37.3,273.2,175.2,992.8,walking,1044.502331256374,817.5999999999999,0.2300268096514745
124.6,37.4,571.9,236.1,1099.6,running,1261.7182649070276,863.4999999999999,0.3331550802139037
88.9,37.2,240.8,135.7,1001.9,walking,1039.328023291973,866.2,0.23897849462365592
74.7,36.2,102.0,-7.1,984.4,sitting,989.6957966971468,991.5,0.206353591160221
88.6,37.1,172.2,136.5,1024.7,walking,1047.9957919762846,888.2,0.23881401617250672
80.1,36.8,199.4,53.7,1013.7,walking,1034.520052971425,960.0,0.21766304347826085
68.4,36.4,89.4,-2.2,960.2,sitting,964.355349443347,962.4000000000001,0.18791208791208794
59.7,36.5,98.3,0.6,951.8,sitting,956.8628376104905,951.1999999999999,0.16356164383561644
91.1,37.1,335.0,41.1,1014.2,walking,1068.885330613158,973.1,0.24555256064690026
154.0,37.3,472.1,342.8,1092.4,running,1238.4377295609174,749.6000000000001,0.4128686327077748
82.1,37.0,173.8,120.2,1007.5,walking,1029.4225225824428,887.3,0.22189189189189187
85.7,36.8,313.4,85.4,1035.1,walking,1084.8708356297536,949.6999999999999,0.2328804347826087
79.7,36.3,85.8,-1.8,963.3,sitting,967.1151792832123,965.0999999999999,0.21955922865013774
98.6,36.7,275.3,71.6,998.0,walking,1037.7478740040858,926.4,0.26866485013623975
152.9,37.5,638.6,293.9,1166.3,running,1361.779299299266,872.4,0.40773333333333334
149.1,37.7,522.7,334.0,1121.9,running,1281.9636890333518,787.9000000000001,0.39549071618037135
126.6,37.2,467.5,288.5,1114.9,running,1242.8960173723303,826.4000000000001,0.3403225806451613
78.3,37.2,202.3,60.5,981.4,walking,1003.858306734571,920.9,0.21048387096774193
77.5,36.8,303.3,134.5,1017.6,walking,1070.3228017752401,883.1,0.2105978260869565
150.2,37.3,494.2,375.6,1067.4,running,1234.7678972179347,691.8000000000001,0.40268096514745305
73.8,36.2,78.6,-14.5,999.1,sitting,1002.2918836347025,1013.6,0.20386740331491712
117.4,37.2,684.7,387.8,1101.2,running,1353.45645293818,713.4000000000001,0.3155913978494624
76.0,36.2,60.7,-11.6,976.0,sitting,977.9545234825595,987.6,0.20994475138121546
157.5,37.2,839.4,246.0,1147.4,running,1442.7872746874364,901.4000000000001,0.42338709677419356
76.6,36.3,77.7,-25.1,969.5,sitting,972.9324488370197,994.6,0.21101928374655646
79.1,37.0,349.1,105.2,1008.0,walking,1071.9150386108033,902.8,0.21378378378378377
58.2,36.2,107.7,-17.0,988.3,sitting,994.2963240402731,1005.3,0.16077348066298344
85.9,36.7,172.7,58.8,999.7,walking,1016.2100275041572,940.9000000000001,0.2340599455040872
128.5,37.9,616.4,287.4,1115.7,running,1306.6499952167758,828.3000000000001,0.3390501319261214
152.2,37.9,534.6,251.8,1132.0,running,1276.9590439790934,880.2,0.40158311345646436
69.3,36.3,91.3,26.2,998.5,sitting,1003.0076669696997,972.3,0.1909090909090909
131.7,37.3,754.5,395.2,1192.6,running,1465.5197200993236,797.3999999999999,0.35308310991957104
117.3,37.3,741.4,239.5,1072.4,running,1325.5474227654024,832.9000000000001,0.31447721179624666
84.3,36.7,294.2,130.2,980.5,walking,1031.933103451963,850.3,0.22970027247956404
158.5,37.2,510.2,309.5,1116.2,running,1265.700094809193,806.7,0.4260752688172043
101.6,36.8,307.2,68.2,1007.5,walking,1055.499564187499,939.3,0.2760869565217391
60.4,36.2,54.7,-21.2,990.6,sitting,992.3355732815387,1011.8000000000001,0.16685082872928175
74.3,36.5,79.7,-17.2,955.9,sitting,959.3710126952972,973.1,0.20356164383561642
129.9,37.0,707.7,208.4,1118.4,running,1339.809094610124,910.0000000000001,0.3510810810810811
132.2,37.2,608.5,335.7,1090.7,running,1293.287759935893,755.0,0.3553763440860215
120.8,37.5,581.7,303.3,1114.8,running,1293.5009934283003,811.5,0.3221333333333333
154.9,37.6,581.6,350.4,1031.1,running,1234.5873521140575,680.6999999999999,0.411968085106383
155.0,37.1,697.2,385.9,1190.2,running,1432.3346990141654,804.3000000000001,0.41778975741239893
60.3,36.7,75.1,-19.1,951.3,sitting,954.4508944937921,970.4,0.1643051771117166
117.2,37.5,627.6,337.9,1151.7,running,1354.4264690266505,813.8000000000001,0.31253333333333333
97.0,37.0,230.1,153.4,1004.3,walking,1041.6794420549923,850.9,0.26216216216216215
85.3,37.1,255.6,64.0,1011.4,walking,1045.158992689629,947.4,0.22991913746630727
85.1,37.1,345.2,70.3,1040.0,walking,1098.0460509468626,969.7,0.22938005390835578
66.4,36.5,46.4,22.9,992.5,sitting,993.8478857450973,969.6,0.1819178082191781
81.6,36.9,244.3,91.1,1004.3,walking,1037.593460850636,913.1999999999999,0.22113821138211381
127.1,37.3,611.6,397.4,1007.6,running,1243.880653439067,610.2,0.34075067024128686
92.1,37.3,127.8,76.4,1022.6,walking,1033.3830654699157,946.2,0.24691689008042894
93.3,36.6,140.4,175.7,1003.2,walking,1028.101595174329,862.8000000000001,0.25491803278688524
68.0,36.2,51.1,31.2,992.5,sitting,994.3042290969098,961.3,0.1878453038674033
78.3,36.6,79.0,-27.7,974.0,sitting,977.591064811867,1001.7,0.2139344262295082
82.0,37.2,322.5,68.0,1033.3,walking,1084.591692758155,965.3,0.22043010752688172
102.8,37.0,207.4,63.7,1036.6,walking,1059.0618537177136,972.8999999999999,0.27783783783783783
140.5,37.7,713.4,287.5,1189.9,running,1416.847846453528,902.4000000000001,0.3726790450928382
65.6,36.3,52.8,5.6,990.6,sitting,992.0219554021978,985.0,0.18071625344352615
58.3,36.5,62.2,12.4,952.5,sitting,954.6092656160425,940.1,0.15972602739726027
89.5,36.9,176.9,132.8,1027.9,walking,1051.4313386997746,895.1000000000001,0.24254742547425473
57.3,36.7,84.5,-24.0,964.1,sitting,968.0935182098887,988.1,0.1561307901907357
60.7,36.4,81.1,-13.4,961.0,sitting,964.5090823833646,974.4,0.16675824175824178
58.4,36.1,87.9,-6.7,986.6,sitting,990.5305951862366,993.3000000000001,0.16177285318559556
104.0,36.7,197.3,48.7,1008.8,walking,1029.0657996454843,960.0999999999999,0.28337874659400547
93.6,36.7,262.7,120.3,996.1,walking,1037.1589029652112,875.8000000000001,0.2550408719346049
155.3,37.2,712.9,382.2,1031.9,running,1311.1524930380906,649.7,0.4174731182795699
85.2,37.2,340.5,47.1,1042.7,walking,1097.8988796788162,995.6,0.22903225806451613
145.3,37.2,687.6,347.2,1041.1,running,1295.079460882613,693.8999999999999,0.3905913978494624
81.2,36.6,152.9,128.1,1037.0,walking,1056.0099526046145,908.9,0.22185792349726777
60.1,36.7,67.2,3.8,993.6,sitting,995.877120934104,989.8000000000001,0.16376021798365123
62.3,36.2,58.6,-14.6,951.8,sitting,953.7139822818998,966.4,0.17209944751381215
153.7,37.4,530.3,285.0,1075.7,running,1232.7098523172433,790.7,0.4109625668449198
75.5,36.7,91.8,-0.9,964.0,sitting,968.3615285625509,964.9,0.20572207084468666
93.6,36.9,300.9,121.1,1037.9,walking,1087.401687510186,916.8000000000001,0.25365853658536586
146.5,37.2,599.3,222.8,1126.0,running,1294.865371380361,903.2,0.39381720430107525
153.3,37.5,760.0,311.6,1111.5,running,1382.0733735949043,799.9,0.40880000000000005
79.3,36.6,232.0,82.7,1024.8,walking,1053.9821298295335,942.0999999999999,0.21666666666666665
143.3,37.7,733.1,364.2,1011.6,running,1301.3115729908807,647.4000000000001,0.380106100795756
131.8,37.7,567.7,258.5,1071.7,running,1240.0187216328632,813.2,0.3496021220159152
76.4,36.7,177.8,107.9,1031.9,walking,1052.6503978054632,924.0000000000001,0.20817438692098095
128.6,37.6,470.7,203.4,1160.6,running,1268.8271789333644,957.1999999999999,0.34202127659574466
75.8,36.3,89.3,4.8,964.2,sitting,968.3383551218036,959.4000000000001,0.20881542699724517
73.9,36.2,101.8,-19.1,959.7,sitting,965.273090891899,978.8000000000001,0.2041436464088398
56.3,36.5,79.9,7.0,985.4,sitting,988.6587732883373,978.4,0.15424657534246575
92.1,36.8,219.2,86.6,1020.3,walking,1047.1677468295134,933.6999999999999,0.25027173913043477
64.8,36.3,82.4,27.2,963.7,sitting,967.5987236452929,936.5,0.17851239669421487
65.7,36.0,71.6,-22.0,960.2,sitting,963.1171268334916,982.2,0.1825
140.1,37.5,570.9,279.6,1063.6,running,1239.0915745012553,783.9999999999999,0.3736
143.8,37.2,480.8,383.1,1037.2,running,1205.7023223001604,654.1,0.38655913978494627
73.6,36.5,55.0,22.6,993.9,sitting,995.6771414469653,971.3,0.20164383561643834
132.3,37.8,732.3,284.2,1100.9,running,1352.410344533049,816.7,0.35000000000000003
93.9,37.1,160.2,70.2,1043.9,walking,1058.4513640219848,973.7,0.25309973045822104
92.7,37.2,347.9,96.7,1037.7,walking,1098.7295345079244,941.0,0.24919354838709679
129.3,37.2,567.6,393.4,1190.1,running,1375.9619653173556,796.6999999999999,0.34758064516129034
83.6,36.9,178.9,172.7,1022.6,walking,1052.397862027475,849.9000000000001,0.22655826558265582
148.1,37.4,478.6,255.3,1180.5,running,1299.1598438991255,925.2,0.39598930481283423
104.0,37.0,182.0,139.5,1001.4,walking,1027.3199160923534,861.9,0.2810810810810811
84.0,37.0,288.0,39.3,1022.0,walking,1062.5311713074586,982.7,0.22702702702702704
132.1,37.1,451.7,309.4,1190.9,running,1310.7265389851539,881.5000000000001,0.3560646900269542
147.6,37.5,647.7,238.2,1097.2,running,1296.187629164852,859.0,0.3936
69.4,36.6,55.5,8.4,982.1,sitting,983.7028108122901,973.7,0.18961748633879782
104.5,36.9,313.6,48.4,1002.2,walking,1051.233732335488,953.8000000000001,0.28319783197831977
156.6,37.2,596.6,308.9,1175.9,running,1354.2863729654819,867.0000000000001,0.42096774193548386
77.0,36.8,138.3,91.3,1033.9,walking,1047.0968388835868,942.6000000000001,0.20923913043478262
82.9,36.8,268.2,124.8,993.6,walking,1036.7001688048479,868.8000000000001,0.2252717391304348
98.7,37.2,297.1,95.8,1022.3,walking,1068.8981897262245,926.5,0.2653225806451613
60.8,36.3,75.8,30.7,960.3,sitting,963.7760216979876,929.5999999999999,0.1674931129476584
81.8,36.8,244.7,122.5,1008.4,walking,1044.8707575580818,885.9,0.22228260869565217
80.8,36.8,243.3,99.2,991.7,walking,1025.9163806080885,892.5,0.21956521739130433
78.8,36.1,87.9,-10.4,993.4,sitting,997.3355152605366,1003.8,0.21828254847645429
86.3,36.9,351.9,56.6,1022.0,walking,1082.3683153160018,965.4,0.23387533875338753
59.3,36.7,98.6,27.1,986.3,sitting,991.5866376671279,959.1999999999999,0.16158038147138964
131.2,37.6,725.6,292.3,1012.2,running,1279.2511442246202,719.9000000000001,0.3489361702127659
77.1,36.4,99.1,23.2,960.6,sitting,965.9769200141378,937.4,0.2118131868131868
125.6,37.4,576.4,282.4,1127.8,running,1297.6592619019832,845.4,0.3358288770053476
77.2,36.3,62.7,-23.6,978.1,sitting,980.3916870312601,1001.7,0.21267217630853996
93.1,37.0,219.4,143.3,1042.6,walking,1075.0283763696657,899.3,0.2516216216216216
90.1,36.9,153.5,146.7,997.7,walking,1020.0433471181507,851.0,0.24417344173441732
81.4,37.0,137.3,101.6,992.0,walking,1006.5971637154557,890.4,0.22000000000000003
103.7,36.7,228.2,118.9,1018.4,walking,1050.4051646864652,899.5,0.28256130790190737
69.0,36.2,43.5,-26.2,992.3,sitting,993.5985004014448,1018.5,0.19060773480662985
80.4,36.5,99.2,-19.3,994.2,sitting,999.32315594106,1013.5,0.22027397260273973
119.9,37.3,548.5,274.8,1051.0,running,1216.9504057273657,776.2,0.32144772117962467
142.7,37.6,785.3,243.1,1023.5,running,1312.7627165638123,780.4,0.37952127659574464
118.4,37.5,816.2,275.0,1126.4,running,1417.9507748860678,851.4000000000001,0.31573333333333337
86.4,36.9,180.4,89.6,1042.0,walking,1061.2899321109194,952.4,0.23414634146341465
141.5,37.6,613.9,320.2,1127.0,running,1322.6980948047064,806.8,0.37632978723404253
75.4,36.1,109.0,14.3,968.9,sitting,975.1167622392715,954.6,0.20886426592797785
158.9,37.8,550.0,270.2,1175.1,running,1325.280366563996,904.8999999999999,0.4203703703703704
89.1,36.8,150.3,101.0,1034.9,walking,1050.6231960127286,933.9000000000001,0.24211956521739128
57.3,36.2,84.8,-3.1,958.8,sitting,962.5477079085483,961.9,0.15828729281767956
